ciclo,ramo,unidad_resp,clave,nombre_actual,nombre_ant,ano_inicio,ano_oper,derecho_bienestar_directo,derecho_bienestar_indirecto,areas_atencion,objetivo,eje_alineado,tema_alineado,indicador_alineado,programa_alineado,sexo,etapa,grupos,ambito,apoyos,modo_apoyos,unidad_territorial,entidades,difinida_pp,medida_pp,cuantific_pp,definida_po,medida_po,cuantific_po,definida_pa,medida_pa,cuantific_pa,cobertura,eficiencia,presupuesto_original,presupuesto_modificado,presupuesto_ejercido
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,s225,"fortalecimiento en las entidades federativas de las capacidades cientificas, tecnologicas y de innovacion.","fortalecimiento en las entidades federativas de las capacidades cientificas, tecnologicas y de innovacion.",2009,2014,educacion,NA,NA,impulsar sectores estrategicos del pais,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,NA,NA,NA,ambos,"apoyos economicos para la realizacion de proyectos de ciencia, tecnologia e innovacion",monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,"sistemas locales de ciencia, tecnologia e innovacion",7724,1,"sistemas locales de ciencia, tecnologia e innovacion",7724.0,1,instituciones,70.0,0.91,0.91,900.0,900.0,900.0
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,s236,apoyo al fortalecimiento y desarrollo de la infraestructura cientifica y tecnologica,apoyo al fortalecimiento y desarrollo de la infraestructura cientifica y tecnologica,2011,2014,educacion,NA,infraestructura,inversion en infraestructura,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,NA,NA,instituciones,ambos,financiamiento de infraestructura,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,instituciones,NA,1,instituciones,NA,1,instituciones,69.0,NA,NA,1224.0,1219.69,1219.69
2014,consejo nacional de ciencia y tecnologia,"centro de investigacion cientifica y de educacion superior de ensenada, baja california",u001,apoyos para estudios e investigaciones,apoyos para estudios e investigaciones,2009,2014,educacion,bienestar economico,becas,promover el desarrollo economico nacional,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,ambos,personas adultas,NA,ambos,becas,monetario,nacional y extranjero,NA,1,personas,28,1,estudiantes,5e3,1,estudiantes efectivamente apoyados,2298.0,8207.14,45.96,146.94,147.58,147.58
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,u002,apoyo a la consolidacion institucional.,apoyo a la consolidacion institucional.,2009,2014,bienestar economico,educacion,becas,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,ambos,personas adultas,investigadores | academicos,ambos,becas,ambos,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,4866,1,personas,1358.0,1,personas,1870.0,38.43,137.7,537.0,524.75,524.75
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,u003,"innovacion tecnologica para negocios de alto valor agregado, tecnologias precursoras y competitividad de las empresas","innovacion tecnologica para negocios de alto valor agregado, tecnologias precursoras y competitividad de las empresas",2009,2014,bienestar economico,NA,financiamiento para proyectos productivos,impulsar la competitividad y fortalecer el mercado interno,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,NA,NA,empresas,ambos,estimulos economicos,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,empresas,5395,1,empresas,4329.0,1,empresas,866.0,16.05,20.0,4e3,3825.29,3825.29
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,u004,programa de desarrollo cientifico y tecnologico,programa de desarrollo cientifico y tecnologico,2013,2014,educacion,NA,investigacion y desarrollo,inversion en infraestructura,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,NA,NA,instituciones,ambos,financiamiento para proyectos de investigacion y desarrollo,monetario,entidades federativas,aguascalientes | baja california | baja california sur | chiapas | chihuahua | coahuila de zaragoza | distrito federal | guanajuato | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nuevo leon | puebla | queretaro | san luis potosi | sinaloa | sonora | tlaxcala | veracruz | yucatan | zacatecas,NA,sujetos de apoyo,NA,1,sujetos de apoyo,NA,1,sujetos de apoyo,160.0,NA,NA,1565.24,1129.82,1129.82
2014,instituto mexicano del seguro social,instituto mexicano del seguro social,e001,atencion a la salud publica,atencion a la salud publica,2002,2014,salud,seguridad social,atencion y/o prevencion de enfermedades,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,asegurar el acceso a los servicios de salud,porcentaje de cobertura de vacunacion con esquema completo en menores de un aoo,"consolidar las acciones de proteccion, promocion de la salud y prevencion de enfermedades",ambos,toda la poblacion,poblacion derechohabiente,urbano,servicios de salud,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,59487144,1,personas,42232282.0,1,personas,42232282.0,70.99,100.0,3566.19,3739.33,3325.33
2014,instituto mexicano del seguro social,instituto mexicano del seguro social,e002,atencion curativa eficiente,atencion curativa eficiente,1943,2014,salud,seguridad social,atencion y/o prevencion de enfermedades,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,asegurar el acceso a los servicios de salud,tasa de hospitalizacion por diabetes no controlada con complicaciones de corto plazo (indicador definido por la ocde),asegurar el acceso efectivo a servicios de salud con calidad,ambos,toda la poblacion,poblacion derechohabiente,ambos,servicios de salud,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,57951983,1,personas,51945265.0,1,personas,43340816.0,74.79,83.44,155683.98,159391.01,158096.48
2014,instituto mexicano del seguro social,instituto mexicano del seguro social,e003,atencion a la salud en el trabajo,atencion a la salud en el trabajo,1943,2014,salud,seguridad social,servicios de salud | cobertura de servicios,garantizar la seguridad nacional y salvaguardar la paz social,mexico incluyente,ampliar el acceso a la seguridad social,tasa de mortalidad por riesgos de trabajo,reducir los riesgos que afectan la salud de la poblacion en cualquier actividad de su vida,ambos,personas adultas,empleados (que cuentan con seguridad social),ambos,servicios de salud,no monetario,entidades federativas,NA,1,personas,16751524,1,personas,16751524.0,0,NA,NA,NA,NA,1001.52,968.5,948.37
2014,instituto mexicano del seguro social,instituto mexicano del seguro social,e004,investigacion en salud en el imss,investigacion en salud en el imss,1966,2014,salud,educacion,investigacion y desarrollo,impulsar sectores estrategicos del pais,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,ambos,toda la poblacion,toda la poblacion,ambos,investigacion y desarrollo,no monetario,NA,NA,1,personas,112336538,1,personas,51945265.0,0,NA,NA,NA,NA,464.93,505.06,512.84
2014,instituto mexicano del seguro social,instituto mexicano del seguro social,e007,servicios de guarderia,servicios de guarderia,1946,2014,seguridad social,bienestar economico,ambito laboral,garantizar el ejercicio efectivo de los derechos sociales,la vinculacion es a un programa transversal,la vinculacion es a un programa transversal,NA,"promover el acceso de las mujeres al trabajo remunerado, empleo decente y recursos productivos, en un marco de igualdad",ambos,infancia,guarderias,ambos,guarderias,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,1013727,1,personas,234045.0,1,personas,199563.0,19.69,85.27,9294.1,9094.41,8981.64
2014,instituto mexicano del seguro social,instituto mexicano del seguro social,e008,atencion a la salud reproductiva,atencion a la salud reproductiva,2009,2014,salud,seguridad social,atencion y/o prevencion de enfermedades,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,asegurar el acceso a los servicios de salud,razon de mortalidad materna (rmm),cerrar las brechas existentes en salud entre diferentes grupos sociales y regiones del pais,ambos,personas adultas,mujeres,ambos,servicios de salud,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,42163642,1,personas,42163642.0,1,personas,42163642.0,100.0,100.0,5268.56,6885.7,6188.94
